call_id,product_description,call_type,sample_product,lot_number,hcp_name,quantity,npi,sample_date
a04Qk000006DItJ,Trivaxa,Detail with Sample,Trivaxa,50441,Paul Hughes,2,1478318864,2025-02-04
a04Qk000006QFcf,Trivaxa,Detail with Sample,Trivaxa,50441,Paul Hughes,3,1478318864,2025-02-17
a04Qk000008CVgA,Zemlora,Detail with Sample,Zemlora,50441,Leslie Young,4,1493908490,2025-05-19
a04Qk000008LwnZ,Trivaxa,Detail with Sample,Trivaxa,50441,Leslie Young,4,1493908490,2025-06-08
a04Qk000008RhXJ,Trivaxa,Detail with Sample,Trivaxa,50441,Leslie Young,3,1493908490,2025-06-15
a04Qk000008hrvh,Trivaxa,Detail with Sample,Trivaxa,50441,Leslie Young,2,1493908490,2025-06-28
a04Qk0000063ua5,Zemlora,Detail with Sample,Zemlora,50441,Christine Hall,1,1502336366,2025-01-21
a04Qk000006PFEv,Trivaxa,Detail with Sample,Trivaxa,50441,Christine Hall,2,1502336366,2025-02-16
a04Qk000007PdDR,Trivaxa,Detail with Sample,Trivaxa,50441,Christine Hall,2,1502336366,2025-04-06
a04Qk0000087wkD,Trivaxa,Detail with Sample,Trivaxa,50441,Christine Hall,2,1502336366,2025-05-16
a04Qk000007Jg4M,Trivaxa,Detail with Sample,Trivaxa,50441,Kristin Kirby,1,1518848474,2025-03-28
a04Qk000007dPsA,Zemlora,Detail with Sample,Zemlora,50441,Kristin Kirby,2,1518848474,2025-04-19
a04Qk0000088t2j,Trivaxa,Detail with Sample,Trivaxa,50441,Kristin Kirby,2,1518848474,2025-05-17
a04Qk000004aLbX,Trivaxa,Detail with Sample,Trivaxa,50441,Jerry Berry,4,1524791275,2024-10-21
a04Qk000005Y0CP,Trivaxa,Detail with Sample,Trivaxa,50441,Jerry Berry,5,1524791275,2024-12-11
a04Qk000006DMiQ,Trivaxa,Detail with Sample,Trivaxa,50441,Jerry Berry,4,1524791275,2025-02-04
a04Qk000007uKG9,Trivaxa,Detail with Sample,Trivaxa,50441,Jerry Berry,4,1524791275,2025-05-03
a04Qk000008Pa6v,Zemlora,Detail with Sample,Zemlora,50441,Jerry Berry,3,1524791275,2025-06-14
a04Qk000006sXJh,Trivaxa,Detail with Sample,Trivaxa,50441,Sarah Terry,4,1525113881,2025-03-09
a04Qk000008Rkuz,Trivaxa,Detail with Sample,Trivaxa,50441,Sarah Terry,6,1525113881,2025-06-15
a04Qk000005fzHb,Trivaxa,Detail with Sample,Trivaxa,50441,Craig Smith,2,1546700936,2024-12-18
a04Qk0000068EdR,Trivaxa,Detail with Sample,Trivaxa,50441,Craig Smith,1,1546700936,2025-01-28
a04Qk000006NOar,Trivaxa,Detail with Sample,Trivaxa,50441,Chad Lee,2,1558855924,2025-02-13
a04Qk000006j4Oz,Trivaxa,Detail with Sample,Trivaxa,50441,Chad Lee,3,1558855924,2025-03-01
a04Qk00000714oj,Trivaxa,Detail with Sample,Trivaxa,50441,Chad Lee,2,1558855924,2025-03-17
a048Z00000sSRkB,Trivaxa,Detail with Sample,Trivaxa,42233,Luke Gonzales,6,1563424934,2024-01-10
a048Z00000u246r,Trivaxa,Detail with Sample,Trivaxa,42233,Luke Gonzales,7,1563424934,2024-04-07
a04Qk000008AxGj,Trivaxa,Detail with Sample,Trivaxa,50441,Luke Gonzales,6,1563424934,2025-05-18
a048Z00000tsmCe,Trivaxa,Detail with Sample,Trivaxa,42233,Amy Zavala,2,1565489576,2023-12-11
a048Z00000sSK69,Trivaxa,Detail with Sample,Trivaxa,42233,Amy Zavala,2,1565489576,2024-01-03
a04Qk000002v7A6,Zemlora,Detail with Sample,Zemlora,50441,Amy Zavala,2,1565489576,2024-07-22
a04Qk000003C5qD,Trivaxa,Detail with Sample,Trivaxa,50441,Amy Zavala,2,1565489576,2024-08-06
a04Qk000003ajzN,Trivaxa,Detail with Sample,Trivaxa,50441,Amy Zavala,2,1565489576,2024-08-27
a04Qk000004Db7V,Trivaxa,Detail with Sample,Trivaxa,50441,Amy Zavala,2,1565489576,2024-10-01
a04Qk000004lHSw,Zemlora,Detail with Sample,Zemlora,50441,Amy Zavala,3,1565489576,2024-10-29
a04Qk000007kmC5,Trivaxa,Detail with Sample,Trivaxa,50441,Kevin Jones,2,1575285366,2025-04-25
a04Qk000007xQwv,Trivaxa,Detail with Sample,Trivaxa,50441,Kevin Jones,1,1575285366,2025-05-04
a048Z00000tsm9T,Trivaxa,Detail with Sample,Trivaxa,42233,Gloria Nunez,12,1581758455,2023-12-11
a048Z00000u23ak,Zemlora,Detail with Sample,Zemlora,42233,Gloria Nunez,15,1581758455,2024-04-06
a048Z00000u2LYR,Trivaxa,Detail with Sample,Trivaxa,42233,Gloria Nunez,4,1581758455,2024-05-05
a04Qk000005xYu1,Zemlora,Detail with Sample,Zemlora,50441,Gloria Nunez,5,1581758455,2025-01-07
a04Qk000007PeHZ,Trivaxa,Detail with Sample,Trivaxa,50441,Gloria Nunez,4,1581758455,2025-04-06
a04Qk000008gBwx,Trivaxa,Detail with Sample,Trivaxa,50441,Gloria Nunez,3,1581758455,2025-06-28
a04Qk000007kALJ,Zemlora,Detail with Sample,Zemlora,50441,Laura Smith,2,1585272690,2025-04-25
a04Qk000008LciP,Trivaxa,Detail with Sample,Trivaxa,50441,Laura Smith,1,1585272690,2025-06-08
a04Qk000003OsaE,Trivaxa,Detail with Sample,Trivaxa,50441,Cory Erickson,6,1600418218,2024-08-18
a04Qk000006hVZl,Trivaxa,Detail with Sample,Trivaxa,50441,Cory Erickson,6,1600418218,2025-02-28
a04Qk000007VT9l,Trivaxa,Detail with Sample,Trivaxa,50441,Cory Erickson,2,1600418218,2025-04-12
a04Qk000007znfh,Trivaxa,Detail with Sample,Trivaxa,50441,Cory Erickson,3,1600418218,2025-05-09
a04Qk000006ksOX,Trivaxa,Detail with Sample,Trivaxa,50441,Christopher Bailey,2,1601966746,2025-03-02
a04Qk000007BoNF,Zemlora,Detail with Sample,Zemlora,50441,Christopher Bailey,2,1601966746,2025-03-25
a04Qk000007WxiT,Trivaxa,Detail with Sample,Trivaxa,50441,James Brown,4,1617313625,2025-04-13
a04Qk000005wVQL,Trivaxa,Detail with Sample,Trivaxa,50441,Joseph Martinez,2,1620744349,2025-01-06
a04Qk0000082vGv,Trivaxa,Detail with Sample,Trivaxa,50441,Jeremy Castro DVM,3,1625728972,2025-05-11
a04Qk000003rQFZ,Zemlora,Detail with Sample,Zemlora,50441,Dawn Brown,2,1634098621,2024-09-11
a04Qk000008en5R,Trivaxa,Detail with Sample,Trivaxa,50441,Dawn Brown,2,1634098621,2025-06-27
a04Qk000006CJLB,Trivaxa,Detail with Sample,Trivaxa,50441,Rebecca Lee,2,1642950210,2025-02-03
a04Qk000007gRXd,Zemlora,Detail with Sample,Zemlora,50441,Rebecca Lee,3,1642950210,2025-04-21
a04Qk000006VU6Q,Zemlora,Detail with Sample,Zemlora,50441,Stephen Nguyen,3,1652977964,2025-02-20
a04Qk000007yLQX,Trivaxa,Detail with Sample,Trivaxa,50441,Stephen Nguyen,2,1652977964,2025-05-06
a04Qk000008OIFJ,Trivaxa,Detail with Sample,Trivaxa,50441,Stephen Nguyen,3,1652977964,2025-06-13
a04Qk000006J9s9,Zemlora,Detail with Sample,Zemlora,50441,Joshua Nguyen,3,1653582964,2025-02-10
a04Qk000007BwO1,Zemlora,Detail with Sample,Zemlora,50441,Joshua Nguyen,2,1653582964,2025-03-25
a04Qk000008RvTp,Trivaxa,Detail with Sample,Trivaxa,50441,Joshua Nguyen,2,1653582964,2025-06-15
a04Qk000003fLYE,Trivaxa,Detail with Sample,Trivaxa,50441,Jose Jensen,4,1658551778,2024-09-02
a04Qk0000042tfe,Trivaxa,Detail with Sample,Trivaxa,50441,Jose Jensen,4,1658551778,2024-09-22
a04Qk000004dVMb,Zemlora,Detail with Sample,Zemlora,50441,Jose Jensen,2,1658551778,2024-10-23
a04Qk000005m1i5,Trivaxa,Detail with Sample,Trivaxa,50441,Jose Jensen,2,1658551778,2024-12-24
a04Qk000006kYOD,Trivaxa,Detail with Sample,Trivaxa,50441,Jose Jensen,2,1658551778,2025-03-02
a04Qk000004NxUv,Trivaxa,Detail with Sample,Trivaxa,50441,Anthony Wong,3,1670029937,2024-10-10
a04Qk0000076kc1,Trivaxa,Detail with Sample,Trivaxa,50441,Anthony Wong,2,1670029937,2025-03-22
a048Z00000u23WV,Zemlora,Detail with Sample,Zemlora,42233,Mark Coleman,17,1701673956,2024-04-06
a04Qk0000036Vk9,Zemlora,Detail with Sample,Zemlora,50441,Mark Coleman,2,1701673956,2024-08-01
a04Qk000004E97a,Trivaxa,Detail with Sample,Trivaxa,50441,Mark Coleman,2,1701673956,2024-10-02
a04Qk000006Zazf,Zemlora,Detail with Sample,Zemlora,50441,Mark Coleman,4,1701673956,2025-02-24
a04Qk000007shYb,Zemlora,Detail with Sample,Zemlora,50441,Mark Coleman,3,1701673956,2025-05-02
a04Qk000006Foib,Trivaxa,Detail with Sample,Trivaxa,50441,Krystal Franklin,6,1710777310,2025-02-06
a04Qk000007FvDF,Trivaxa,Detail with Sample,Trivaxa,50441,Robert Hicks,3,1718595435,2025-03-28
a04Qk000007i3kX,Trivaxa,Detail with Sample,Trivaxa,50441,Robert Hicks,1,1718595435,2025-04-22
a04Qk000005qbtR,Trivaxa,Detail with Sample,Trivaxa,50441,David Lucero,3,1719791688,2024-12-29
a04Qk000008ISAA,Trivaxa,Detail with Sample,Trivaxa,50441,David Lucero,4,1719791688,2025-06-02
a048Z00000nA2qW,Zemlora,Detail with Sample,Zemlora,42233,Gary Miller,4,1736923359,2024-03-16
a04Qk0000063fZR,Zemlora,Detail with Sample,Zemlora,50441,Jordan Munoz,1,1742748942,2025-01-21
a04Qk000006rnLl,Trivaxa,Detail with Sample,Trivaxa,50441,Jordan Munoz,3,1742748942,2025-03-09
a04Qk000004cUHK,Trivaxa,Detail with Sample,Trivaxa,50441,Phyllis Hutchinson,2,1743003027,2024-10-22
a04Qk000007QtPp,Zemlora,Detail with Sample,Zemlora,50441,Phyllis Hutchinson,2,1743003027,2025-04-07
a048Z00000tss30,Trivaxa,Detail with Sample,Trivaxa,42233,Mary Clarke,3,1791125024,2023-12-18
a048Z00000sSQym,Trivaxa,Detail with Sample,Trivaxa,42233,Mary Clarke,6,1791125024,2024-01-09
a048Z00000u20NN,Zemlora,Detail with Sample,Zemlora,42233,Mary Clarke,5,1791125024,2024-04-01
a04Qk000003jkxq,Trivaxa,Detail with Sample,Trivaxa,50441,Mary Clarke,7,1791125024,2024-09-04
a04Qk000004aEmv,Zemlora,Detail with Sample,Zemlora,50441,Mary Clarke,2,1791125024,2024-10-21
a04Qk000005JcWX,Zemlora,Detail with Sample,Zemlora,50441,Mary Clarke,4,1791125024,2024-11-27
a04Qk000005p2Pz,Trivaxa,Detail with Sample,Trivaxa,50441,Mary Clarke,7,1791125024,2024-12-25
a04Qk0000062i6L,Trivaxa,Detail with Sample,Trivaxa,50441,Mary Clarke,6,1791125024,2025-01-20
a04Qk000006CJhm,Zemlora,Detail with Sample,Zemlora,50441,Mary Clarke,4,1791125024,2025-02-03
a04Qk000006kjbO,Trivaxa,Detail with Sample,Trivaxa,50441,Mary Clarke,4,1791125024,2025-03-02
a04Qk000006kkXR,Trivaxa,Detail with Sample,Trivaxa,50441,Mary Clarke,6,1791125024,2025-03-02
a04Qk000008BExV,Zemlora,Detail with Sample,Zemlora,50441,Mary Clarke,3,1791125024,2025-05-18
a048Z00000n9zim,Trivaxa,Detail with Sample,Trivaxa,42233,Anna Carroll,7,1791219545,2024-03-11
a04Qk000004NbhJ,Zemlora,Detail with Sample,Zemlora,50441,Anna Carroll,6,1791219545,2024-10-10
a04Qk000005VVsf,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,5,1791219545,2024-12-09
a04Qk000006HrSf,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,5,1791219545,2025-02-10
a04Qk000007d3q2,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,4,1791219545,2025-04-19
a04Qk000007xJqc,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,4,1791219545,2025-05-05
a04Qk000008BwfB,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,3,1791219545,2025-05-19
a04Qk000008PKLW,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,2,1791219545,2025-06-14
a04Qk000008fcmH,Trivaxa,Detail with Sample,Trivaxa,50441,Anna Carroll,3,1791219545,2025-06-28
a04Qk0000062exB,Trivaxa,Detail with Sample,Trivaxa,50441,Amy Long,4,1796950474,2025-01-20
a04Qk000006S1Ab,Trivaxa,Detail with Sample,Trivaxa,50441,Amy Long,2,1796950474,2025-02-18
a04Qk000007dsED,Zemlora,Detail with Sample,Zemlora,50441,Amy Long,4,1796950474,2025-04-19
a04Qk000008jcSj,Zemlora,Detail with Sample,Zemlora,50441,Amy Long,3,1796950474,2025-06-28
a048Z00000tssuF,Trivaxa,Detail with Sample,Trivaxa,42233,David Kramer,5,1799683886,2023-12-19
a048Z00000sSU8y,Trivaxa,Detail with Sample,Trivaxa,42233,David Kramer,9,1799683886,2024-01-14
a048Z00000sScZc,Trivaxa,Detail with Sample,Trivaxa,42233,David Kramer,6,1799683886,2024-01-29
a04Qk000003Z7cn,Trivaxa,Detail with Sample,Trivaxa,50441,David Kramer,4,1799683886,2024-08-26
a04Qk000003W2cr,Trivaxa,Detail with Sample,Trivaxa,50441,David Kramer,3,1799683886,2024-08-27
a04Qk000003v0w1,Trivaxa,Detail with Sample,Trivaxa,50441,David Kramer,2,1799683886,2024-09-17
a04Qk000004jPUb,Trivaxa,Detail with Sample,Trivaxa,50441,David Kramer,2,1799683886,2024-10-28
a04Qk000006nVVR,Zemlora,Detail with Sample,Zemlora,50441,David Kramer,2,1799683886,2025-03-08
a04Qk000008OGzt,Zemlora,Detail with Sample,Zemlora,50441,David Kramer,4,1799683886,2025-06-14
a04Qk000008U714,Trivaxa,Detail with Sample,Trivaxa,50441,David Kramer,4,1799683886,2025-06-22
a04Qk000008hZp7,Trivaxa,Detail with Sample,Trivaxa,50441,David Kramer,3,1799683886,2025-06-28
a04Qk0000069tJZ,Trivaxa,Detail with Sample,Trivaxa,50441,Danielle Myers,1,1813818819,2025-01-28
a04Qk000006kRwE,Zemlora,Detail with Sample,Zemlora,50441,Danielle Myers,1,1813818819,2025-03-02
a04Qk000007YBcw,Trivaxa,Detail with Sample,Trivaxa,50441,Danielle Myers,4,1813818819,2025-04-14
a04Qk000007AFeU,Trivaxa,Detail with Sample,Trivaxa,50441,Robert Sutton,4,1829993212,2025-03-24
a04Qk000008MbQv,Trivaxa,Detail with Sample,Trivaxa,50441,Robert Sutton,3,1829993212,2025-06-09
a048Z00000uh9tg,Trivaxa,Detail with Sample,Trivaxa,42233,Allison Blevins,3,1838252143,2024-02-07
a04Qk000003XMo2,Trivaxa,Detail with Sample,Trivaxa,50441,Allison Blevins,2,1838252143,2024-08-25
a04Qk00000668Nd,Trivaxa,Detail with Sample,Trivaxa,50441,Allison Blevins,4,1838252143,2025-01-26
a04Qk000007zmy9,Trivaxa,Detail with Sample,Trivaxa,50441,Allison Blevins,2,1838252143,2025-05-09
a04Qk000008Y2h7,Trivaxa,Detail with Sample,Trivaxa,50441,Whitney Key,4,1840383417,2025-06-21
a04Qk000005Oyhi,Zemlora,Detail with Sample,Zemlora,50441,Daniel Scott,16,1850823674,2024-12-02
a04Qk000006C4u1,Trivaxa,Detail with Sample,Trivaxa,50441,David Curry,2,1862317108,2025-02-03
a04Qk000007SBm5,Trivaxa,Detail with Sample,Trivaxa,50441,Scott Wade,4,1878397411,2025-04-08
a04Qk000006fO7l,Trivaxa,Detail with Sample,Trivaxa,50441,Destiny Jordan,2,1883190678,2025-02-25
a04Qk0000072Bo9,Zemlora,Detail with Sample,Zemlora,50441,Destiny Jordan,1,1883190678,2025-03-16
a04Qk000007KifB,Trivaxa,Detail with Sample,Trivaxa,50441,Michelle Kim,4,1893115136,2025-04-01
a04Qk000007YAFS,Trivaxa,Detail with Sample,Trivaxa,50441,Michelle Kim,2,1893115136,2025-04-14
a04Qk000008MXrx,Trivaxa,Detail with Sample,Trivaxa,50441,Michelle Kim,3,1893115136,2025-06-08
a04Qk000006jHR3,Trivaxa,Detail with Sample,Trivaxa,50441,David Weaver,3,1931907059,2025-03-01
a04Qk000003UMNx,Trivaxa,Detail with Sample,Trivaxa,50441,Thomas Smith,2,1959406163,2024-08-21
a04Qk0000041445,Trivaxa,Detail with Sample,Trivaxa,50441,Thomas Smith,2,1959406163,2024-09-19
a04Qk000006LY3F,Trivaxa,Detail with Sample,Trivaxa,50441,Thomas Smith,6,1959406163,2025-02-12
a04Qk000006becX,Trivaxa,Detail with Sample,Trivaxa,50441,Thomas Smith,2,1959406163,2025-02-25
a04Qk000007w0y5,Zemlora,Detail with Sample,Zemlora,50441,Thomas Smith,3,1959406163,2025-05-04
a04Qk000008Sc49,Trivaxa,Detail with Sample,Trivaxa,50441,Thomas Smith,3,1959406163,2025-06-16
a04Qk000007M7YH,Zemlora,Detail with Sample,Zemlora,50441,James Ortiz,2,1968942896,2025-03-28
a04Qk000006Ot37,Trivaxa,Detail with Sample,Trivaxa,50441,Claire West,4,1985649261,2025-02-16
a04Qk000007Xuqe,Zemlora,Detail with Sample,Zemlora,50441,Claire West,1,1985649261,2025-04-14
a04Qk000008L3vx,Trivaxa,Detail with Sample,Trivaxa,50441,Claire West,1,1985649261,2025-06-07
a04Qk000006jdjJ,Trivaxa,Detail with Sample,Trivaxa,50441,Tony Cruz,2,2005416734,2025-03-01
a04Qk000007YL61,Trivaxa,Detail with Sample,Trivaxa,50441,Tony Cruz,3,2005416734,2025-04-14
a048Z00000tstQQ,Zemlora,Detail with Sample,Zemlora,42233,Jasmin Davis,3,2015506067,2023-12-20
a048Z00000sSa7d,Zemlora,Detail with Sample,Zemlora,42233,Jasmin Davis,3,2015506067,2024-01-25
a048Z00000nA09d,Trivaxa,Detail with Sample,Trivaxa,42233,Jasmin Davis,6,2015506067,2024-03-12
a04Qk00000724BZ,Trivaxa,Detail with Sample,Trivaxa,50441,Janice Thomas,4,2042014136,2025-03-17
a04Qk000006jRVG,Trivaxa,Detail with Sample,Trivaxa,50441,William Mcgee,2,2043573640,2025-03-01
a04Qk000006YP29,Trivaxa,Detail with Sample,Trivaxa,50441,Christina Silva,2,2047283275,2025-02-23
a04Qk0000070msG,Trivaxa,Detail with Sample,Trivaxa,50441,Christina Silva,3,2047283275,2025-03-16
a04Qk000007OXre,Trivaxa,Detail with Sample,Trivaxa,50441,Christina Silva,5,2047283275,2025-04-05
a04Qk000007Oe3V,Zemlora,Detail with Sample,Zemlora,50441,Christina Silva,2,2047283275,2025-04-05
a04Qk000007aOB4,Zemlora,Detail with Sample,Zemlora,50441,Christina Silva,1,2047283275,2025-04-15
a04Qk0000084yx3,Trivaxa,Detail with Sample,Trivaxa,50441,Christina Silva,3,2047283275,2025-05-12
a04Qk000008Ra61,Zemlora,Detail with Sample,Zemlora,50441,Christina Silva,3,2047283275,2025-06-15
a04Qk000008ekcD,Trivaxa,Detail with Sample,Trivaxa,50441,Deanna Cooper,12,2053452230,2025-06-27
a04Qk000006N8vt,Trivaxa,Detail with Sample,Trivaxa,50441,Barbara Brown,3,2072066980,2025-02-13
a04Qk000006YONp,Trivaxa,Detail with Sample,Trivaxa,50441,Barbara Brown,2,2072066980,2025-02-24
a04Qk000006eqhB,Trivaxa,Detail with Sample,Trivaxa,50441,Barbara Brown,3,2072066980,2025-02-26
a04Qk0000073fll,Trivaxa,Detail with Sample,Trivaxa,50441,Barbara Brown,1,2072066980,2025-03-18
a04Qk000007UD73,Trivaxa,Detail with Sample,Trivaxa,50441,Barbara Brown,1,2072066980,2025-04-11
a04Qk000007fL4T,Trivaxa,Detail with Sample,Trivaxa,50441,Barbara Brown,3,2072066980,2025-04-20
a048Z00000uh6Fz,Trivaxa,Detail with Sample,Trivaxa,42233,Patrick Ferguson,18,2074184625,2024-01-29
a04Qk000004IvDd,Trivaxa,Detail with Sample,Trivaxa,50441,Patrick Ferguson,1,2074184625,2024-10-07
a04Qk000006DW6f,Trivaxa,Detail with Sample,Trivaxa,50441,Louis Cooper,2,2083533533,2025-02-04
a04Qk000006VIoP,Trivaxa,Detail with Sample,Trivaxa,50441,Melanie Long,4,2092056079,2025-02-20
a04Qk000006qaYb,Zemlora,Detail with Sample,Zemlora,50441,Melanie Long,8,2092056079,2025-03-08
a04Qk000006nV8r,Zemlora,Detail with Sample,Zemlora,50441,Kimberly Colon,3,2095336304,2025-03-10
a04Qk000005p1f7,Trivaxa,Detail with Sample,Trivaxa,50441,Michael Harris PhD,4,2097136745,2024-12-26
a04Qk00000674TG,Trivaxa,Detail with Sample,Trivaxa,50441,Michael Harris PhD,3,2097136745,2025-01-27
a04Qk000005TxeX,Trivaxa,Detail with Sample,Trivaxa,50441,Arthur Barton,1,2100966872,2024-12-08
a04Qk0000064RJ7,Trivaxa,Detail with Sample,Trivaxa,50441,Arthur Barton,2,2100966872,2025-01-22
a04Qk0000068E7B,Trivaxa,Detail with Sample,Trivaxa,50441,Arthur Barton,4,2100966872,2025-01-28
a04Qk000003L1KL,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Baldwin,4,2122435279,2024-08-14
a04Qk000004aDkP,Zemlora,Detail with Sample,Zemlora,50441,Matthew Baldwin,3,2122435279,2024-10-21
a04Qk0000075Htq,Zemlora,Detail with Sample,Zemlora,50441,Lisa Becker,3,2124374282,2025-03-21
a04Qk000006jPlB,Zemlora,Detail with Sample,Zemlora,50441,Adrian Miles,2,2137372585,2025-03-01
a04Qk000004EVkn,Trivaxa,Detail with Sample,Trivaxa,50441,Shannon Knapp,3,2147514753,2024-10-02
a04Qk000004M7mw,Trivaxa,Detail with Sample,Trivaxa,50441,Shannon Knapp,3,2147514753,2024-10-09
a04Qk000004trJ7,Zemlora,Detail with Sample,Zemlora,50441,Shannon Knapp,4,2147514753,2024-11-05
a04Qk000005kpz7,Zemlora,Detail with Sample,Zemlora,50441,Shannon Knapp,1,2147514753,2024-12-23
a04Qk000005l2Y9,Trivaxa,Detail with Sample,Trivaxa,50441,Shannon Knapp,3,2147514753,2024-12-23
a04Qk0000067D3V,Trivaxa,Detail with Sample,Trivaxa,50441,Jasmine Garza,3,2183104134,2025-01-27
a04Qk000007U113,Trivaxa,Detail with Sample,Trivaxa,50441,Jasmine Garza,3,2183104134,2025-04-11
a048Z00000sSIy2,Zemlora,Detail with Sample,Zemlora,42233,Amanda Chavez,4,2184358025,2024-01-01
a048Z00000sScGi,Trivaxa,Detail with Sample,Trivaxa,42233,Amanda Chavez,3,2184358025,2024-01-29
a048Z00000n9quJ,Zemlora,Detail with Sample,Zemlora,42233,Amanda Chavez,3,2184358025,2024-02-25
a04Qk000006xGLT,Trivaxa,Detail with Sample,Trivaxa,50441,Amanda Chavez,4,2184358025,2025-03-14
a04Qk000008Zm3Z,Trivaxa,Detail with Sample,Trivaxa,50441,Mckenzie Jones,2,2201744764,2025-06-22
a04Qk000006p5yH,Trivaxa,Detail with Sample,Trivaxa,50441,Carrie Ward,5,2209738559,2025-03-07
a04Qk000006vBUj,Trivaxa,Detail with Sample,Trivaxa,50441,Sarah Brown,1,2237761773,2025-03-11
a04Qk000007EqE1,Trivaxa,Detail with Sample,Trivaxa,50441,Sarah Brown,1,2237761773,2025-03-28
a04Qk000007sbeT,Trivaxa,Detail with Sample,Trivaxa,50441,Sarah Brown,1,2237761773,2025-05-02
a04Qk000008MXNJ,Trivaxa,Detail with Sample,Trivaxa,50441,Sarah Brown,2,2237761773,2025-06-09
a048Z00000tsm9O,Trivaxa,Detail with Sample,Trivaxa,42233,Hannah Roberts,18,2240502421,2023-12-11
a048Z00000sSXq1,Zemlora,Detail with Sample,Zemlora,42233,Hannah Roberts,4,2240502421,2024-01-22
a04Qk0000063cgP,Trivaxa,Detail with Sample,Trivaxa,50441,Hannah Roberts,2,2240502421,2025-01-21
a04Qk000006hZdN,Trivaxa,Detail with Sample,Trivaxa,50441,Hannah Roberts,2,2240502421,2025-02-28
a04Qk000007fOAP,Trivaxa,Detail with Sample,Trivaxa,50441,Linda Lucero,3,2243083813,2025-04-20
a04Qk000007xUNp,Zemlora,Detail with Sample,Zemlora,50441,Robert Thornton,2,2258264554,2025-05-05
a04Qk000006ypkA,Zemlora,Detail with Sample,Zemlora,50441,Sherri Brown,3,2260114642,2025-03-15
a04Qk000007O1IH,Trivaxa,Detail with Sample,Trivaxa,50441,Sherri Brown,2,2260114642,2025-04-05
a04Qk00000895bl,Trivaxa,Detail with Sample,Trivaxa,50441,Sherri Brown,3,2260114642,2025-05-17
a04Qk000007xahl,Trivaxa,Detail with Sample,Trivaxa,50441,Mark Reyes,3,2278084157,2025-05-05
a04Qk000008LAqz,Trivaxa,Detail with Sample,Trivaxa,50441,Mark Reyes,4,2278084157,2025-06-07
a04Qk000003S8s9,Zemlora,Detail with Sample,Zemlora,50441,Steven Henry,2,2288089545,2024-08-20
a04Qk000003Ycdr,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,4,2288089545,2024-08-26
a04Qk000003f69N,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,2,2288089545,2024-09-02
a04Qk0000045pCT,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,2,2288089545,2024-09-24
a04Qk000004MGn0,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,3,2288089545,2024-10-09
a04Qk000004kvoz,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,4,2288089545,2024-10-29
a04Qk0000053Pob,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,5,2288089545,2024-11-13
a04Qk000005VRqf,Trivaxa,Detail with Sample,Trivaxa,50441,Steven Henry,10,2288089545,2024-12-09
a04Qk000006Y2vB,Zemlora,Detail with Sample,Zemlora,50441,Steven Henry,4,2288089545,2025-02-23
a04Qk000008MiH7,Trivaxa,Detail with Sample,Trivaxa,50441,Helen Brown,2,2289527949,2025-06-09
a048Z00000tsn9C,Trivaxa,Detail with Sample,Trivaxa,42233,Matthew Collins,17,2297216810,2023-12-12
a048Z00000u1t7f,Trivaxa,Detail with Sample,Trivaxa,42233,Matthew Collins,18,2297216810,2024-03-19
a04Qk0000032ucH,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Collins,2,2297216810,2024-07-28
a04Qk000004H0ap,Zemlora,Detail with Sample,Zemlora,50441,Matthew Collins,4,2297216810,2024-10-06
a04Qk000004bx22,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Collins,2,2297216810,2024-10-22
a04Qk000005knR3,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Collins,5,2297216810,2024-12-23
a04Qk000007dQuf,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Collins,3,2297216810,2025-04-19
a04Qk000007dfNR,Zemlora,Detail with Sample,Zemlora,50441,Matthew Collins,3,2297216810,2025-04-19
a04Qk000008JDOL,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Collins,4,2297216810,2025-06-03
a04Qk000008LWI1,Zemlora,Detail with Sample,Zemlora,50441,Matthew Collins,4,2297216810,2025-06-08
a04Qk000008gS2v,Trivaxa,Detail with Sample,Trivaxa,50441,Matthew Collins,3,2297216810,2025-06-28
a04Qk000006xXnh,Trivaxa,Detail with Sample,Trivaxa,50441,Joan Brown,3,2308046454,2025-03-14
a04Qk000004TJmY,Zemlora,Detail with Sample,Zemlora,50441,Patricia Salinas,4,2322399957,2024-10-15
a04Qk000006dEIz,Zemlora,Detail with Sample,Zemlora,50441,Patricia Salinas,5,2322399957,2025-02-26
