npi,first_name,minit,last_name,address1,city,state,zip,specialty,degree,can_share,can_contact,bzs_hcp_priority,neurexa_target
2624694791,HCP04699,,Prescriber4791,4891 Main St,Rockville Centre,NY,11570,PD,MD,Y,Y,,Y
2626499859,HCP04700,,Prescriber9859,959 Main St,Canton,OH,44718,N,PA,Y,Y,,Y
2626743185,HCP04701,,Prescriber3185,3285 Main St,Houston,TX,77030,AI,MD,Y,Y,,Y
2627059039,HCP04702,,Prescriber9039,139 Main St,Richmond,VA,23298,DEN,DDS,Y,Y,,Y
2627475737,HCP04703,,Prescriber5737,5837 Main St,Middletown,NY,10940,FM,MD,Y,Y,,Y
2628323298,HCP04704,,Prescriber3298,3398 Main St,Longmont,CO,80501,FM,NP,Y,Y,,Y
2628455085,HCP04705,,Prescriber5085,5185 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2628635682,HCP04706,,Prescriber5682,5782 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2628662841,HCP04707,,Prescriber2841,2941 Main St,Miami,FL,33136,IM,MD,Y,Y,,Y
2629394973,HCP04708,,Prescriber4973,5073 Main St,Miami,FL,33136,GP,NP,Y,Y,,Y
2630002224,HCP04709,,Prescriber2224,2324 Main St,Atlanta,GA,30322,OBG,MD,Y,Y,,Y
2630402359,HCP04710,,Prescriber2359,2459 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
2630455261,HCP04711,,Prescriber5261,5361 Main St,Danville,CA,94506,P,MD,Y,Y,,Y
2631183632,HCP04712,,Prescriber3632,3732 Main St,Oswego,IL,60543,P,NP,Y,Y,,Y
2632169153,HCP04713,,Prescriber9153,253 Main St,Logan,OH,43138,P,NP,Y,Y,,Y
2632374112,HCP04714,,Prescriber4112,4212 Main St,Jacksonville,FL,32217,PD,MD,Y,Y,,Y
2632930936,HCP04715,,Prescriber0936,1036 Main St,Houston,TX,77030,PD,PVN,Y,Y,,Y
2633909480,HCP04716,,Prescriber9480,580 Main St,Cleveland,OH,44195,N,MD,Y,Y,,Y
2634375652,HCP04717,,Prescriber5652,5752 Main St,Houston,TX,77030,PHO,MD,Y,Y,,Y
2634542403,HCP04718,,Prescriber2403,2503 Main St,Houston,TX,77030,DEN,DMD,Y,Y,,Y
2634923029,HCP04719,,Prescriber3029,3129 Main St,Houston,TX,77030,FM,DO,Y,Y,,Y
2634971766,HCP04720,,Prescriber1766,1866 Main St,Greenville,NC,27858,PD,MD,Y,Y,,Y
2635758126,HCP04721,,Prescriber8126,8226 Main St,Charleston,SC,29425,FM,MD,Y,Y,,Y
2636745990,HCP04722,,Prescriber5990,6090 Main St,Miami,FL,33136,NS,MD,Y,Y,,Y
2637612992,HCP04723,,Prescriber2992,3092 Main St,Jacksonville,FL,32217,PD,MD,Y,Y,,Y
2638374511,HCP04724,,Prescriber4511,4611 Main St,Gaffney,SC,29340,IM,MD,Y,Y,,Y
2638591057,HCP04725,,Prescriber1057,1157 Main St,Cincinnati,OH,45224,CHP,NP,Y,Y,,Y
2638937933,HCP04726,,Prescriber7933,8033 Main St,Hickory,NC,28601,PD,PA,Y,Y,,Y
2639097943,HCP04727,,Prescriber7943,8043 Main St,Denton,TX,76210,P,NP,Y,Y,,Y
2639512424,HCP04728,,Prescriber2424,2524 Main St,Clarksville,IN,47129,GPM,MD,Y,Y,,Y
2639990509,HCP04729,,Prescriber0509,609 Main St,Durham,NC,27705,IM,MD,Y,Y,,Y
2640041239,HCP04730,,Prescriber1239,1339 Main St,Concord,NC,28025,FM,PA,Y,Y,,Y
2640281874,HCP04731,,Prescriber1874,1974 Main St,Columbus,OH,43205,P,NP,Y,Y,,Y
2641079827,HCP04732,,Prescriber9827,927 Main St,Jamaica,NY,11435,P,MD,Y,Y,,Y
2641474556,HCP04733,,Prescriber4556,4656 Main St,Houston,TX,77030,FPG,MD,Y,Y,,Y
2641777157,HCP04734,,Prescriber7157,7257 Main St,Houston,TX,77030,FM,MD,Y,Y,,Y
2642013361,HCP04735,,Prescriber3361,3461 Main St,Philadelphia,PA,19104,IM,MD,Y,Y,,Y
2642286600,HCP04736,,Prescriber6600,6700 Main St,Houston,TX,77030,PS,MD,Y,Y,,Y
2642406043,HCP04737,,Prescriber6043,6143 Main St,Burke,VA,22015,FM,NP,Y,Y,,Y
2643536217,HCP04738,,Prescriber6217,6317 Main St,Lansdale,PA,19446,P,PA,Y,Y,,Y
2644226582,HCP04739,,Prescriber6582,6682 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2644314250,HCP04740,,Prescriber4250,4350 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
2645203527,HCP04741,,Prescriber3527,3627 Main St,Foley,AL,36535,GP,MD,Y,Y,,Y
2645594854,HCP04742,,Prescriber4854,4954 Main St,Indianapolis,IN,46202,D,MD,Y,Y,,Y
2645799821,HCP04743,,Prescriber9821,921 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2646057580,HCP04744,,Prescriber7580,7680 Main St,Houston,TX,77030,P,NP,Y,Y,,Y
2646076546,HCP04745,,Prescriber6546,6646 Main St,South Charleston,WV,25303,P,DO,Y,Y,,Y
2647186645,HCP04746,,Prescriber6645,6745 Main St,Saint Louis,MO,63110,GP,RN,Y,Y,,Y
2647389546,HCP04747,,Prescriber9546,646 Main St,Chicago,IL,60612,IC,MD,Y,Y,,Y
2647410551,HCP04748,,Prescriber0551,651 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
2647746826,HCP04749,,Prescriber6826,6926 Main St,Cleveland,OH,44195,CD,MD,Y,Y,,Y
2651200197,HCP04750,,Prescriber0197,297 Main St,Overland Park,KS,66212,PMP,NP,Y,Y,,Y
2651390055,HCP04751,,Prescriber0055,155 Main St,Baker,LA,70714,IM,MD,Y,Y,,Y
2652982437,HCP04752,,Prescriber2437,2537 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2653106251,HCP04753,,Prescriber6251,6351 Main St,Houston,TX,77030,ON,MD,Y,Y,,Y
2653569857,HCP04754,,Prescriber9857,957 Main St,Fort Worth,TX,76133,FM,DO,Y,Y,,Y
2653966196,HCP04755,,Prescriber6196,6296 Main St,Philadelphia,PA,19104,P,NP,Y,Y,,Y
2655505908,HCP04756,,Prescriber5908,6008 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
2655994406,HCP04757,,Prescriber4406,4506 Main St,Glendale,CA,91204,P,PA,Y,Y,,Y
2656054914,HCP04758,,Prescriber4914,5014 Main St,Indianapolis,IN,46202,ORS,MD,Y,Y,,Y
2656550784,HCP04759,,Prescriber0784,884 Main St,Birmingham,AL,35226,P,MD,Y,Y,,Y
2656742600,HCP04760,,Prescriber2600,2700 Main St,West Des Moines,IA,50266,FM,DO,Y,Y,,Y
2657364822,HCP04761,,Prescriber4822,4922 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2657453216,HCP04762,,Prescriber3216,3316 Main St,Cleveland,OH,44195,GP,NP,Y,Y,,Y
2658386622,HCP04763,,Prescriber6622,6722 Main St,New York,NY,10016,FPG,MD,Y,Y,,Y
2658475176,HCP04764,,Prescriber5176,5276 Main St,Houston,TX,77030,EM,MD,Y,Y,,Y
2659562897,HCP04765,,Prescriber2897,2997 Main St,Mckinney,TX,75071,FM,MD,Y,Y,,Y
2660576107,HCP04766,,Prescriber6107,6207 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
2661291115,HCP04767,,Prescriber1115,1215 Main St,Houston,TX,77030,AN,MD,Y,Y,,Y
2661305084,HCP04768,,Prescriber5084,5184 Main St,Scottsdale,AZ,85260,P,PA,Y,Y,,Y
2663353307,HCP04769,,Prescriber3307,3407 Main St,Morrisville,NC,27560,PD,NP,Y,Y,,Y
2663526933,HCP04770,,Prescriber6933,7033 Main St,Concord,NC,28025,PD,MD,Y,Y,,Y
2663727579,HCP04771,,Prescriber7579,7679 Main St,Birmingham,AL,35233,FM,NP,Y,Y,,Y
2664636381,HCP04772,,Prescriber6381,6481 Main St,Atlanta,GA,30322,FM,NP,Y,Y,,Y
2665643319,HCP04773,,Prescriber3319,3419 Main St,Houston,TX,77030,PD,DO,Y,Y,,Y
2666064741,HCP04774,,Prescriber4741,4841 Main St,Huntsville,AL,35801,PD,MD,Y,Y,,Y
2666361870,HCP04775,,Prescriber1870,1970 Main St,Lafayette,LA,70506,GP,NP,Y,Y,,Y
2666592670,HCP04776,,Prescriber2670,2770 Main St,Brooklyn,NY,11214,P,NP,Y,Y,,Y
2666651902,HCP04777,,Prescriber1902,2002 Main St,Houston,TX,77030,D,MD,Y,Y,,Y
2667079195,HCP04778,,Prescriber9195,295 Main St,Houston,TX,77030,OBG,MD,Y,Y,,Y
2668460590,HCP04779,,Prescriber0590,690 Main St,Houston,TX,77030,P,NP,Y,Y,,Y
2670094434,HCP04780,,Prescriber4434,4534 Main St,Houston,TX,77030,DEN,DMD,Y,Y,,Y
2670993510,HCP04781,,Prescriber3510,3610 Main St,Houston,TX,77030,NPM,NP,Y,Y,,Y
2671048939,HCP04782,,Prescriber8939,9039 Main St,New Orleans,LA,70112,OBG,MD,Y,Y,,Y
2671978300,HCP04783,,Prescriber8300,8400 Main St,Yonkers,NY,10701,P,NP,Y,Y,,Y
2672127763,HCP04784,,Prescriber7763,7863 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
2674380214,HCP04785,,Prescriber0214,314 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2674499704,HCP04786,,Prescriber9704,804 Main St,Huntersville,NC,28078,PD,MD,Y,Y,,Y
2674814182,HCP04787,,Prescriber4182,4282 Main St,Richmond,TX,77406,PD,MD,Y,Y,,Y
2676833908,HCP04788,,Prescriber3908,4008 Main St,Spartanburg,SC,29301,PD,NP,Y,Y,,Y
2677394174,HCP04789,,Prescriber4174,4274 Main St,Houston,TX,77030,CD,MD,Y,Y,,Y
2677614364,HCP04790,,Prescriber4364,4464 Main St,Mckinney,TX,75071,P,MD,Y,Y,,Y
2677744291,HCP04791,,Prescriber4291,4391 Main St,Manhasset,NY,11030,P,NP,Y,Y,,Y
2677784061,HCP04792,,Prescriber4061,4161 Main St,Cincinnati,OH,45219,PD,MD,Y,Y,,Y
2677996658,HCP04793,,Prescriber6658,6758 Main St,Austin,TX,78704,GP,MD,Y,Y,,Y
2678210592,HCP04794,,Prescriber0592,692 Main St,Houston,TX,77030,PHO,MD,Y,Y,,Y
2678273840,HCP04795,,Prescriber3840,3940 Main St,Houma,LA,70363,FM,NP,Y,Y,,Y
2678597371,HCP04796,,Prescriber7371,7471 Main St,Richmond,VA,23298,IM,MD,Y,Y,,Y
2679092184,HCP04797,,Prescriber2184,2284 Main St,Houston,TX,77030,DEN,DDS,Y,Y,,Y
2681056377,HCP04798,,Prescriber6377,6477 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
2681339282,HCP04799,,Prescriber9282,382 Main St,Houston,TX,77030,END,MD,Y,Y,,Y
2681562683,HCP04800,,Prescriber2683,2783 Main St,Portland,OR,97217,GP,NP,Y,Y,,Y
2681650049,HCP04801,,Prescriber0049,149 Main St,Charlotte,NC,28277,A,MD,Y,Y,,Y
2683388718,HCP04802,,Prescriber8718,8818 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2683704805,HCP04803,,Prescriber4805,4905 Main St,West Palm Beach,FL,33407,P,MD,Y,Y,,Y
2683936422,HCP04804,,Prescriber6422,6522 Main St,Philadelphia,PA,19104,PD,MD,Y,Y,,Y
2685372608,HCP04805,,Prescriber2608,2708 Main St,Easley,SC,29642,P,MD,Y,Y,,Y
2685942195,HCP04806,,Prescriber2195,2295 Main St,Gulfport,MS,39507,FM,NP,Y,Y,,Y
2686518520,HCP04807,,Prescriber8520,8620 Main St,Smithsburg,MD,21783,AC,NP,Y,Y,,Y
2687037328,HCP04808,,Prescriber7328,7428 Main St,Lebanon,OH,45036,PD,MD,Y,Y,,Y
2687191589,HCP04809,,Prescriber1589,1689 Main St,Tulsa,OK,74135,PD,DO,Y,Y,,Y
2687351054,HCP04810,,Prescriber1054,1154 Main St,Charlotte,NC,28207,FM,MD,Y,Y,,Y
2687819693,HCP04811,,Prescriber9693,793 Main St,Cleveland,OH,44195,DEN,DDS,Y,Y,,Y
2688424547,HCP04812,,Prescriber4547,4647 Main St,Hutchinson,KS,67502,PD,NP,Y,Y,,Y
2689515181,HCP04813,,Prescriber5181,5281 Main St,South Charleston,WV,25303,GP,NP,Y,Y,,Y
2690948047,HCP04814,,Prescriber8047,8147 Main St,Murfreesboro,TN,37129,GYN,NP,Y,Y,,Y
2691214250,HCP04815,,Prescriber4250,4350 Main St,Dallas,TX,75390,FM,DO,Y,Y,,Y
2692304700,HCP04816,,Prescriber4700,4800 Main St,Charlotte,NC,28207,P,PA,Y,Y,,Y
2692533456,HCP04817,,Prescriber3456,3556 Main St,Astoria,NY,11105,P,NP,Y,Y,,Y
2692569669,HCP04818,,Prescriber9669,769 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2692860351,HCP04819,,Prescriber0351,451 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
2693572725,HCP04820,,Prescriber2725,2825 Main St,Lawrence,KS,66049,GP,NP,Y,Y,,Y
2695440307,HCP04821,,Prescriber0307,407 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
2696485852,HCP04822,,Prescriber5852,5952 Main St,Columbia,SC,29203,CHP,DO,Y,Y,,Y
2696662715,HCP04823,,Prescriber2715,2815 Main St,Sugar Land,TX,77478,CHP,DO,Y,Y,,Y
2697195212,HCP04824,,Prescriber5212,5312 Main St,Houston,TX,77030,GER,NP,Y,Y,,Y
2697368531,HCP04825,,Prescriber8531,8631 Main St,Venice,FL,34292,FM,MD,Y,Y,,Y
2697818994,HCP04826,,Prescriber8994,9094 Main St,Lombard,IL,60148,GP,NP,Y,Y,,Y
2698330049,HCP04827,,Prescriber0049,149 Main St,Cincinnati,OH,45249,FM,DO,Y,Y,,Y
2699281433,HCP04828,,Prescriber1433,1533 Main St,Sylacauga,AL,35150,PD,MD,Y,Y,,Y
2699562477,HCP04829,,Prescriber2477,2577 Main St,Cleveland,OH,44195,IM,MD,Y,Y,,Y
2699967411,HCP04830,,Prescriber7411,7511 Main St,Miami,FL,33136,GS,MD,Y,Y,,Y
2700562201,HCP04831,,Prescriber2201,2301 Main St,Elyria,OH,44035,FM,NP,Y,Y,,Y
2701007276,HCP04832,,Prescriber7276,7376 Main St,Atlanta,GA,30322,IM,MD,Y,Y,,Y
2701166935,HCP04833,,Prescriber6935,7035 Main St,Miami,FL,33136,FM,NP,Y,Y,,Y
2702168437,HCP04834,,Prescriber8437,8537 Main St,Winston-Salem,NC,27101,P,DO,Y,Y,,Y
2703637284,HCP04835,,Prescriber7284,7384 Main St,Houston,TX,77030,DEN,DMD,Y,Y,,Y
2703725777,HCP04836,,Prescriber5777,5877 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2703979471,HCP04837,,Prescriber9471,571 Main St,Charleston,SC,29425,DR,MD,Y,Y,,Y
2704038904,HCP04838,,Prescriber8904,9004 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2705261661,HCP04839,,Prescriber1661,1761 Main St,Tampa,FL,33635,GP,NP,Y,Y,,Y
2705342921,HCP04840,,Prescriber2921,3021 Main St,New York,NY,10075,ADL,MD,Y,Y,,Y
2705423773,HCP04841,,Prescriber3773,3873 Main St,Indianapolis,IN,46256,P,NP,Y,Y,,Y
2706944001,HCP04842,,Prescriber4001,4101 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2708588809,HCP04843,,Prescriber8809,8909 Main St,Murfreesboro,TN,37129,FM,NP,Y,Y,,Y
2708626076,HCP04844,,Prescriber6076,6176 Main St,Dayton,OH,45403,IM,MD,Y,Y,,Y
2709658405,HCP04845,,Prescriber8405,8505 Main St,Houston,TX,77030,HOS,MD,Y,Y,,Y
2709868009,HCP04846,,Prescriber8009,8109 Main St,Durham,NC,27705,POD,DPM,Y,Y,,Y
2710065841,HCP04847,,Prescriber5841,5941 Main St,Chapel Hill,NC,27517,NEP,MD,Y,Y,,Y
2710607253,HCP04848,,Prescriber7253,7353 Main St,Houston,TX,77030,AI,MD,Y,Y,,Y
2711830551,HCP04849,,Prescriber0551,651 Main St,Houston,TX,77030,NPM,MD,Y,Y,,Y
2712855773,HCP04850,,Prescriber5773,5873 Main St,Kansas City,KS,66160,ORS,MD,Y,Y,,Y
2714842726,HCP04851,,Prescriber2726,2826 Main St,Bolingbrook,IL,60440,PD,MD,Y,Y,,Y
2714913303,HCP04852,,Prescriber3303,3403 Main St,Houston,TX,77030,EM,MD,Y,Y,,Y
2715242600,HCP04853,,Prescriber2600,2700 Main St,Boulder,CO,80303,FM,NP,Y,Y,,Y
2715443141,HCP04854,,Prescriber3141,3241 Main St,Richmond,VA,23298,EM,MD,Y,Y,,Y
2716499793,HCP04855,,Prescriber9793,893 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2717036307,HCP04856,,Prescriber6307,6407 Main St,Houston,TX,77030,P,NP,Y,Y,,Y
2718642326,HCP04857,,Prescriber2326,2426 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
2719974394,HCP04858,,Prescriber4394,4494 Main St,Ann Arbor,MI,48109,OSG,DDS,Y,Y,,Y
2720102270,HCP04859,,Prescriber2270,2370 Main St,Miami,FL,33136,IM,DO,Y,Y,,Y
2720383009,HCP04860,,Prescriber3009,3109 Main St,Baltimore,MD,21287,P,SW,Y,Y,,Y
2722029612,HCP04861,,Prescriber9612,712 Main St,Manhattan,IL,60442,GP,PA,Y,Y,,Y
2722590344,HCP04862,,Prescriber0344,444 Main St,Yorktown,VA,23693,FM,MD,Y,Y,,Y
2722616635,HCP04863,,Prescriber6635,6735 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
2722674989,HCP04864,,Prescriber4989,5089 Main St,Phoenix,AZ,85016,HO,MD,Y,Y,,Y
2723121634,HCP04865,,Prescriber1634,1734 Main St,Miami,FL,33136,GER,NP,Y,Y,,Y
2724501824,HCP04866,,Prescriber1824,1924 Main St,Atlanta,GA,30322,POD,DPM,Y,Y,,Y
2725360055,HCP04867,,Prescriber0055,155 Main St,Huntersville,NC,28078,PD,MD,Y,Y,,Y
2726751194,HCP04868,,Prescriber1194,1294 Main St,Houston,TX,77030,ID,DO,Y,Y,,Y
2727062982,HCP04869,,Prescriber2982,3082 Main St,Jackson,MS,39216,PD,MD,Y,Y,,Y
2728157917,HCP04870,,Prescriber7917,8017 Main St,Clovis,CA,93612,FM,DO,Y,Y,,Y
2728293148,HCP04871,,Prescriber3148,3248 Main St,Lafayette,LA,70503,FM,MD,Y,Y,,Y
2728316409,HCP04872,,Prescriber6409,6509 Main St,Portage,MI,49024,PD,MD,Y,Y,,Y
2728846910,HCP04873,,Prescriber6910,7010 Main St,Saint Louis,MO,63110,DIA,NP,Y,Y,,Y
2729088180,HCP04874,,Prescriber8180,8280 Main St,Destrehan,LA,70047,PD,MD,Y,Y,,Y
2731514426,HCP04875,,Prescriber4426,4526 Main St,Atlanta,GA,30322,FM,NP,Y,Y,,Y
2731598266,HCP04876,,Prescriber8266,8366 Main St,Houston,TX,77030,FM,DO,Y,Y,,Y
2731841338,HCP04877,,Prescriber1338,1438 Main St,Houston,TX,77030,EM,NP,Y,Y,,Y
2733521305,HCP04878,,Prescriber1305,1405 Main St,Cincinnati,OH,45241,PD,MD,Y,Y,,Y
2734274465,HCP04879,,Prescriber4465,4565 Main St,Chesapeake,VA,23322,P,NP,Y,Y,,Y
2735543942,HCP04880,,Prescriber3942,4042 Main St,Houston,TX,77030,CD,MD,Y,Y,,Y
2736938856,HCP04881,,Prescriber8856,8956 Main St,Charleston,SC,29425,FM,NP,Y,Y,,Y
2738151942,HCP04882,,Prescriber1942,2042 Main St,Medina,OH,44256,GP,NP,Y,Y,,Y
2739114630,HCP04883,,Prescriber4630,4730 Main St,San Antonio,TX,78240,P,MD,Y,Y,,Y
2739896905,HCP04884,,Prescriber6905,7005 Main St,Houston,TX,77030,NS,MD,Y,Y,,Y
2741045712,HCP04885,,Prescriber5712,5812 Main St,Omaha,NE,68130,FM,MD,Y,Y,,Y
2741097906,HCP04886,,Prescriber7906,8006 Main St,Houston,TX,77030,P,NP,Y,Y,,Y
2741427240,HCP04887,,Prescriber7240,7340 Main St,Houston,TX,77030,FM,DO,Y,Y,,Y
2742813049,HCP04888,,Prescriber3049,3149 Main St,Miami,FL,33136,GP,PA,Y,Y,,Y
2743174164,HCP04889,,Prescriber4164,4264 Main St,Cleveland,OH,44195,GP,PA,Y,Y,,Y
2743228672,HCP04890,,Prescriber8672,8772 Main St,Knoxville,TN,37921,P,NP,Y,Y,,Y
2743402509,HCP04891,,Prescriber2509,2609 Main St,Houston,TX,77030,ID,MD,Y,Y,,Y
2743879731,HCP04892,,Prescriber9731,831 Main St,Baton Rouge,LA,70809,GP,NP,Y,Y,,Y
2744774585,HCP04893,,Prescriber4585,4685 Main St,Washington,DC,20008,GP,PA,Y,Y,,Y
2744806136,HCP04894,,Prescriber6136,6236 Main St,Nashville,TN,37232,FM,NP,Y,Y,,Y
2745339123,HCP04895,,Prescriber9123,223 Main St,Overland Park,KS,66204,PD,MD,Y,Y,,Y
2745417763,HCP04896,,Prescriber7763,7863 Main St,Gainesville,GA,30501,P,MD,Y,Y,,Y
2745657216,HCP04897,,Prescriber7216,7316 Main St,Beachwood,OH,44122,FM,NP,Y,Y,,Y
2745780108,HCP04898,,Prescriber0108,208 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2746172448,HCP04899,,Prescriber2448,2548 Main St,Vincennes,IN,47591,PD,MD,Y,Y,,Y
2747209779,HCP04900,,Prescriber9779,879 Main St,Brooklyn,NY,11203,GP,PA,Y,Y,,Y
2747218022,HCP04901,,Prescriber8022,8122 Main St,Philadelphia,PA,19104,FM,NP,Y,Y,,Y
2748072276,HCP04902,,Prescriber2276,2376 Main St,Houston,TX,77030,PDO,MD,Y,Y,,Y
2748144246,HCP04903,,Prescriber4246,4346 Main St,Houston,TX,77030,EM,DO,Y,Y,,Y
2748823094,HCP04904,,Prescriber3094,3194 Main St,Houston,TX,77030,FM,DO,Y,Y,,Y
2749782043,HCP04905,,Prescriber2043,2143 Main St,Houston,TX,77030,CCM,NP,Y,Y,,Y
2749962809,HCP04906,,Prescriber2809,2909 Main St,Blanchard,OK,73010,FM,MD,Y,Y,,Y
2750340984,HCP04907,,Prescriber0984,1084 Main St,Des Moines,IA,50312,FM,DO,Y,Y,,Y
2750507864,HCP04908,,Prescriber7864,7964 Main St,Fort Worth,TX,76116,GP,PA,Y,Y,,Y
2751794751,HCP04909,,Prescriber4751,4851 Main St,Charleston,SC,29425,IM,MD,Y,Y,,Y
2752034054,HCP04910,,Prescriber4054,4154 Main St,Houston,TX,77030,P,MD,Y,Y,,Y
2754616013,HCP04911,,Prescriber6013,6113 Main St,Lafayette,LA,70506,P,PA,Y,Y,,Y
2754990541,HCP04912,,Prescriber0541,641 Main St,Port Chester,NY,10573,P,NP,Y,Y,,Y
2755032350,HCP04913,,Prescriber2350,2450 Main St,Miami,FL,33136,U,MD,Y,Y,,Y
2756122308,HCP04914,,Prescriber2308,2408 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
2756468955,HCP04915,,Prescriber8955,9055 Main St,Philadelphia,PA,19104,HOS,MD,Y,Y,,Y
2758530479,HCP04916,,Prescriber0479,579 Main St,Houston,TX,77030,EM,NP,Y,Y,,Y
2758798477,HCP04917,,Prescriber8477,8577 Main St,Greenville,SC,29607,PD,NP,Y,Y,,Y
2759416030,HCP04918,,Prescriber6030,6130 Main St,Charleston,SC,29425,EM,MD,Y,Y,,Y
2759780855,HCP04919,,Prescriber0855,955 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2760063649,HCP04920,,Prescriber3649,3749 Main St,Sugar Land,TX,77479,FM,MD,Y,Y,,Y
2760088510,HCP04921,,Prescriber8510,8610 Main St,Pottstown,PA,19464,P,NP,Y,Y,,Y
2760154033,HCP04922,,Prescriber4033,4133 Main St,Philadelphia,PA,19104,FM,NP,Y,Y,,Y
2760590282,HCP04923,,Prescriber0282,382 Main St,Louisville,KY,40243,FM,MD,Y,Y,,Y
2761423508,HCP04924,,Prescriber3508,3608 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
2762142680,HCP04925,,Prescriber2680,2780 Main St,Houston,TX,77030,HOS,MD,Y,Y,,Y
2762174821,HCP04926,,Prescriber4821,4921 Main St,Richmond Hill,GA,31324,FM,DO,Y,Y,,Y
2762202241,HCP04927,,Prescriber2241,2341 Main St,Houston,TX,77030,FM,NP,Y,Y,,Y
2762501741,HCP04928,,Prescriber1741,1841 Main St,Winston-Salem,NC,27157,N,MD,Y,Y,,Y
2762820195,HCP04929,,Prescriber0195,295 Main St,Charleston,SC,29425,ADU,NP,Y,Y,,Y
2763036738,HCP04930,,Prescriber6738,6838 Main St,Charlotte,NC,28277,IM,MD,Y,Y,,Y
2763156727,HCP04931,,Prescriber6727,6827 Main St,Columbus,OH,43210,CHP,MD,Y,Y,,Y
2763278173,HCP04932,,Prescriber8173,8273 Main St,New Baltimore,MI,48047,P,NP,Y,Y,,Y
2764466257,HCP04933,,Prescriber6257,6357 Main St,Durham,NC,27705,GP,PA,Y,Y,,Y
2764679821,HCP04934,,Prescriber9821,921 Main St,Houston,TX,77030,IM,MD,Y,Y,,Y
2764834335,HCP04935,,Prescriber4335,4435 Main St,Seattle,WA,98195,NAT,ND,Y,Y,,Y
2766152269,HCP04936,,Prescriber2269,2369 Main St,Wilmington,NC,28401,PD,MD,Y,Y,,Y
2767686566,HCP04937,,Prescriber6566,6666 Main St,Houston,TX,77030,PD,MD,Y,Y,,Y
2768367050,HCP04938,,Prescriber7050,7150 Main St,Houston,TX,77030,CCM,MD,Y,Y,,Y
2768589227,HCP04939,,Prescriber9227,327 Main St,Houston,TX,77030,VS,MD,Y,Y,,Y
2768689654,HCP04940,,Prescriber9654,754 Main St,Miami,FL,33136,MOS,MD,Y,Y,,Y
2769616262,HCP04941,,Prescriber6262,6362 Main St,Naples,FL,34102,IM,MD,Y,Y,,Y
2770268202,HCP04942,,Prescriber8202,8302 Main St,Atlanta,GA,30324,P,MD,Y,Y,,Y
2771297705,HCP04943,,Prescriber7705,7805 Main St,Grapevine,TX,76051,PD,MD,Y,Y,,Y
2772469704,HCP04944,,Prescriber9704,804 Main St,New York,NY,10029,P,PA,Y,Y,,Y
2772668676,HCP04945,,Prescriber8676,8776 Main St,Denmark,SC,29042,FM,NP,Y,Y,,Y
2773096292,HCP04946,,Prescriber6292,6392 Main St,Houston,TX,77030,GP,PA,Y,Y,,Y
2773210706,HCP04947,,Prescriber0706,806 Main St,Austin,TX,78705,FM,MD,Y,Y,,Y
2773628853,HCP04948,,Prescriber8853,8953 Main St,Cleveland,OH,44195,P,MD,Y,Y,,Y
2773713004,HCP04949,,Prescriber3004,3104 Main St,Chicago,IL,60612,FM,MD,Y,Y,,Y
2773785987,HCP04950,,Prescriber5987,6087 Main St,Reading,PA,19608,P,NP,Y,Y,,Y
2773851564,HCP04951,,Prescriber1564,1664 Main St,Houston,TX,77030,EM,MD,Y,Y,,Y
2774521955,HCP04952,,Prescriber1955,2055 Main St,Houston,TX,77030,POD,DPM,Y,Y,,Y
2775542933,HCP04953,,Prescriber2933,3033 Main St,New Port Richey,FL,34655,PD,MD,Y,Y,,Y
2775814509,HCP04954,,Prescriber4509,4609 Main St,Houston,TX,77030,P,MD,Y,Y,,Y
2776304838,HCP04955,,Prescriber4838,4938 Main St,Purvis,MS,39475,FM,DO,Y,Y,,Y
2777144103,HCP04956,,Prescriber4103,4203 Main St,Muskegon,MI,49444,IM,MD,Y,Y,,Y
